title,authors,year,url
Temporal merge tree maps: A topology-based static visualization for temporal scalar data,"W Köpp , T Weinkauf",2022,https://ieeexplore.ieee.org/abstract/document/9903344/
Merge tree geodesics and barycenters with path mappings,"F Wetzels , M Pont , J Tierny … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10296528/
Multi- field visualisation via trait-induced merge trees,"J Jankowai, TB Masood , I Hotz",2023,https://ieeexplore.ieee.org/abstract/document/10363146/
Multi- field Visualization: Trait design and trait-induced merge trees,"D Lei, J Jankowai, P Hristov , H Carr … - … on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10832561/
Principal geodesic analysis of merge trees (and persistence diagrams),"M Pont , J Vidal, J Tierny",2022,https://ieeexplore.ieee.org/abstract/document/9920234/
Categorizing Merge Tree Edit Distances by Stability using Minimal Vertex Perturbation,"F Wetzels , C Garth",2025,https://arxiv.org/abs/2508.02352
Extreem: Scalable augmented merge tree computation via extremum graphs,"J Lukasczyk, M Will , F Wetzels … - IEEE transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10290925/
Hierarchical properties in merge trees for symmetry detection,A Bigelius,2024,https://www.diva-portal.org/smash/record.jsf?pid=diva2:2014581
Taming horizontal instability in merge trees: On the computation of a comprehensive deformation-based edit distance,"F Wetzels , M Anders , C Garth",2023,https://ieeexplore.ieee.org/abstract/document/10363141/
Fast Merge Tree Computation via SYCL,"A Nigmetov , D Morozov",2022,https://ieeexplore.ieee.org/abstract/document/9975813/
Intrinsic interleaving distance for merge trees,"E Gasparovic , E Munch , S Oudot , K Turner , B Wang… - La Matematica, 2025",2025,https://link.springer.com/article/10.1007/s44007-024-00143-9
Wasserstein auto-encoders of merge trees (and persistence diagrams),"M Pont , J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10330140/
Fast Merge Tree Computation via SYCL,"A Nigmetov , D Morozov",2023,https://arxiv.org/abs/2301.10838
An Interleaving Distance for Ordered Merge Trees,"TPJ Beurskens, TAE Ophelders … - 40th European …, 2024",2024,https://research.tue.nl/en/publications/an-interleaving-distance-for-ordered-merge-trees/
Extremely Scalable Distributed Computation of Contour Trees via Pre-Simplification,"M Li , H Carr , O Rübel , B Wang… - 2025 IEEE 15th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298827/
"From Trees to Barcodes and Back Again: A Combinatorial, Probabilistic and Geometric Study of a Topological Inverse Problem",AE Garin,2022,https://infoscience.epfl.ch/entities/publication/16358fe5-358f-49fc-ad4d-75fab85f2c1e
"Discrete merge trees, horizon visibility graphs, and topological divergences",C Stephen,2023,https://pureportal.coventry.ac.uk/files/111435024/main-library-version_1_.pdf
Scalar Field Comparison through Merge Tree Edit Distances,F Wetzels,2026,https://kluedo.ub.rptu.de/frontdoor/index/index/docId/9456
Topology Aware Neural Interpolation of Scalar Fields,"M Kissi, K Sisouk, JA Levine … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298876/
Scalable Topological Data Analysis by Loose Coupling of Topological Descriptors and Data Structures Through Formal Queries,P Klacansky,2023,https://search.proquest.com/openview/f3e13f480da91d8a374d65beeff84714/1?pq-origsite=gscholar&cbl=18750&diss=y
Distributed hierarchical contour trees,"HA Carr , O Rübel , GH Weber",2022,https://ieeexplore.ieee.org/abstract/document/9966394/
[CITATION] [C] Critical Points of Uncertain Scalar Fields : With Applications to the North Atlantic Oscillation,D Vietinghoff,2024,
Jacobi set simplification for tracking topological features in time-varying scalar fields,"D Meduri, M Sharma , V Natarajan",2024,https://link.springer.com/article/10.1007/s00371-024-03484-2
A general framework for augmenting lossy compressors with topological guarantees,"N Gorski , X Liang , H Guo , L Yan … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10989781/
Topological Representations for Data Analysis: Use Cases on Instabilities and Turbulences,"F Vivodtzev , F Nauleau, A Casner … - EPJ Web of …, 2024",2024,https://www.epj-conferences.org/articles/epjconf/abs/2024/12/epjconf_snamc2024_03008/epjconf_snamc2024_03008.html
Lagrangian Simulation Volume-Based Contour Tree Simplification,"D Dilys, H Carr , S Boeing",2025,https://ieeexplore.ieee.org/abstract/document/11298740/
EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,"Y Li , M Xia , X Liang , B Wang, H Guo",2026,https://arxiv.org/abs/2604.01397
Analyzing Time-Varying Scalar Fields using Piecewise-Linear Morse-Cerf Theory,"A Dhar, A Chakraborty … - 2025 IEEE Visualization …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298866/
Singularity theory in the context of topological analysis for visualization,"D Sakurai - Deepening and Evolution of Applied Singularity …, 2025",2025,https://projecteuclid.org/ebook/download?urlId=10.2969/aspm/08910059&isFullBook=false
Labeled interleaving distance for Reeb graphs,"F Lan , S Parsa , B Wang",2024,https://link.springer.com/article/10.1007/s41468-024-00193-6
[CITATION] [C] Tangible Scalar Fields,AH Syvertsen,2022,
Persistence optimization for data visualization,MA Kissi,2025,https://theses.hal.science/tel-05374398/
TROPHY: A topologically robust physics-informed tracking framework for tropical cyclones,"L Yan , H Guo , T Peterka , B Wang … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10309869/
See through: Towards making complex data accessible,J Jankowai,2024,https://search.proquest.com/openview/13852e4119ca595030d0aca79ed1821c/1?pq-origsite=gscholar&cbl=2026366&diss=y
TopoSZ: Preserving topology in error-bounded lossy compression,"L Yan , X Liang , H Guo , B Wang",2023,https://ieeexplore.ieee.org/abstract/document/10309863/
Fast extremum graph computation for large-scale arbitrary grids,"Q Li, Z Liu, Z Huang, W Li, Z Chu, Z Dai, M Yu… - … Aided Geometric Design, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0167839626000129
Probabilistic gradient-based extrema tracking,"E Nilsson, J Lukasczyk, TB Masood … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363136/
Discrete morse sandwich: Fast computation of persistence diagrams for scalar data–an algorithm and a benchmark,"P Guillou, J Vidal, J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10021892/
Multi-scale Cycle Tracking in Dynamic Planar Graphs,"F Rasheed , A Naseer , E Nilsson… - … Data Analysis and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747662/
"Multilevel robustness for 2D vector field feature tracking, selection and comparison","L Yan , PA Ullrich , LP Van Roekel … - Computer Graphics …, 2023",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14799
An Overview of the Topology ToolKit,"JL Levine, D Sakurai, M Soler, P Steneteg , J Tierny …",N/A,https://www.academia.edu/download/97045666/binMasood_topoInVis2019.pdf
TTK is getting MPI-ready,"E Le Guillou, M Will , P Guillou… - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504649/
Msz: An efficient parallel algorithm for correcting morse-smale segmentations in error-bounded lossy compressors,"Y Li , X Liang , B Wang , Y Qiu, L Yan … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670476/
A Novel Tree Visualization to Guide Interactive Exploration of Multi-dimensional Topological Hierarchies,"Y Livnat , D Maljovec, A Gyulassy , DB Mouginot… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2208.06952
A task-parallel approach for localized topological data structures,"G Liu , F Iuricich",2023,https://ieeexplore.ieee.org/abstract/document/10302662/
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta , C Chen, B Wang - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298783/
Distributed Path Compression for Piecewise Linear Morse-Smale Segmentations and Connected Components,"M Will , J Lukasczyk, J Tierny … - 2024 IEEE 14th …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10767668/
Merge trees and their variants for scientific visualization,L Yan,2022,https://search.proquest.com/openview/8ba18557e45adf3ffd2b9ea78525e288/1?pq-origsite=gscholar&cbl=18750&diss=y
F-Hash: Feature-Based Hash Design for Time-Varying Volume Visualization via Multi-Resolution Tesseract Encoding,"J Sun , D Lenz , H Yu , T Peterka",2025,https://ieeexplore.ieee.org/abstract/document/11261881/
GALE: Leveraging Heterogeneous Systems for Efficient Unstructured Mesh Data Analysis,"G Liu , T Randall , R Ge , F Iuricich",2025,https://ieeexplore.ieee.org/abstract/document/11278795/
Advection-based tracking and analysis of salinity movement in the Indian Ocean,"U Singh , PN Vinayachandran , V Natarajan",2024,https://www.sciencedirect.com/science/article/pii/S0098300423001978
The ECP ALPINE project: In situ and post hoc visualization infrastructure and analysis capabilities for exascale,"J Ahrens , M Arienti, U Ayachit … - … Journal of High …, 2025",2025,https://journals.sagepub.com/doi/abs/10.1177/10943420241286521
Distributed Topological Data Analysis,E Le Guillou,2025,https://theses.hal.science/tel-05354031/
Topology-Based Individual Tree Mapping From Lidar Point Clouds,X Xu,2024,https://search.proquest.com/openview/68c0f34fc8381d3f561478155029593c/1?pq-origsite=gscholar&cbl=18750&diss=y
Efficient representation and analysis for a large tetrahedral mesh using Apache Spark,"Y Qian , G Liu , F Iuricich … - 2024 IEEE Topological …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747680/
Exploring the Invisible Finding Structure in Scientific Data,W Engelke,2022,https://search.proquest.com/openview/1b8944454a3270473c64eb0eeff0b9f8/1?pq-origsite=gscholar&cbl=2026366&diss=y
Scalable Visualization Techniques for Large Scientific Data,X Huang,2025,https://search.proquest.com/openview/5b6ff41c32c0edcce198c811a8dc7c94/1?pq-origsite=gscholar&cbl=18750&diss=y
Advancing Efficiency of Unstructured Mesh Processing With Localized Data Structures,G Liu,2025,https://search.proquest.com/openview/597df03d6fd0e68e6826e2dc5dc2ad42/1?pq-origsite=gscholar&cbl=18750&diss=y
TSM-bench: benchmarking time series database systems for monitoring applications,"A Khelifati , M Khayati , A Dignös , D Difallah … - Proceedings of the …, 2023",2023,https://bia.unibz.it/esploro/outputs/journalArticle/TSM-Bench-Benchmarking-Time-Series-Database-Systems/991006715798001241?institution=39UBZ_INST
A one-for-all and o ( v log( v ))-cost solution for parallel merge style operations on sorted key-value arrays,"B Wang , L Deng , F Sun , G Dai , L Liu , Y Wang … - Proceedings of the 27th …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3503222.3507728
Volume-Based Space-Time Cube for Large-Scale Continuous Spatial Time Series,"Z Deng , J Huang , C Ruan , J Li… - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10858751/
Metric Learning on Topological Descriptors,Y Qin,2025,https://search.proquest.com/openview/1bae4eb94534d7e44f3f6a444b9b10b7/1?pq-origsite=gscholar&cbl=18750&diss=y
Computing p -Presentation Distances is Hard,"HB Bjerkevik , MB Botnan",2025,https://link.springer.com/article/10.1007/s00454-025-00744-3
Stability of Reeb Ordering by Interleaving Distance,T Uda,2023,https://www.researchsquare.com/article/rs-3410146/latest
Extending conventional surface roughness ISO parameters using topological data analysis for shot peened surfaces,"JF Senge , AH Astaraee , P Dłotko, S Bagherifard … - Scientific reports, 2022",2022,https://www.nature.com/articles/s41598-022-09551-9
Ensemble Analysis and Uncertainty Visualization With Graphical Descriptors: From Theory to Application,F Lan,2024,https://search.proquest.com/openview/0774d1ad65012214c48f7a596076b25a/1?pq-origsite=gscholar&cbl=18750&diss=y
Solid modelling for manufacturing: From Voelcker's boundary evaluation to discrete paradigms,"C Andújar , P Brunet , A Chica , I Navazo … - Computer-Aided …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010448522001166
Towards Distributed Task-based Visualization and Data Analysis,K Werner,2022,https://kluedo.ub.rptu.de/frontdoor/deliver/index/docId/6907/file/Towards+Distributed+Task-based+Visualization+and+Data+Analysis.pdf
Efficient Measures for Processing and Exploring Large-Scale Data Domains,C Reinbold,2022,https://mediatum.ub.tum.de/1655492
New Deep Learning Methods for Medical Image Analysis and Scientific Data Generation and Compression,P Gu,2024,https://search.proquest.com/openview/019159ec953ac4312511a95d04e414f2/1?pq-origsite=gscholar&cbl=18750&diss=y
Introduction to Topological Data Analysis Lecture Notes FS 2025,"P Schnider , L Slot , S Weber",2025,https://ti.inf.ethz.ch/ew/courses/TDA25/Script.pdf
Applications of persistent homology in nuclear collisions,"G Hamilton, T Dore, C Plumberg",2022,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.106.064912
Voice Maps as a Tool for Understanding and Dealing with Variability in the Voice,"S Ternström , P Pabon - Applied Sciences, 2022",2022,https://www.mdpi.com/2076-3417/12/22/11353
SurrealDB in Depth: The Complete Guide for Developers and Engineers,W Smith,2025,https://books.google.com/books?hl=en&lr=&id=bSdxEQAAQBAJ&oi=fnd&pg=PT12&dq=%22merge+tree%22+interpolation+scalar+field&ots=vVJFBi7EO9&sig=gRaasQUl2WFducvQrrxhaFL-3vc
Topology-guided Learning: Accelerating Persistence for Applications,M Piekenbrock,2025,https://search.proquest.com/openview/6339d03a9392329658520f268804c257/1?pq-origsite=gscholar&cbl=18750&diss=y
Package 'cba',"C Buchta, M Hahsler , MC Buchta - image, 2025",2025,ftp://r-project.org/pub/R/web/packages/cba/cba.pdf
Stable Topological Structures in Data,J Urbancic,2024,https://qmro.qmul.ac.uk/xmlui/handle/123456789/96149
A sheaf-theoretic construction of shape space,"S Arya, J Curry , S Mukherjee",2025,https://link.springer.com/article/10.1007/s10208-024-09650-1
Move schedules: fast persistence computations in coarse dynamic settings,"M Piekenbrock , JA Perea",2024,https://link.springer.com/article/10.1007/s41468-023-00156-3
Using optimized gaussian mixture model rules and global tracking graph for feature extraction and tracking in time-varying data,"J Ma, J Chen, C Yang - The Visual Computer, 2023",2023,https://link.springer.com/article/10.1007/s00371-022-02451-z
Hardware-Algorithm Co-Design for Energy-Efficient and Low-Latency Domain-Specific Machine Learning Systems,S Sharma,2025,https://search.proquest.com/openview/9e9a093ecfcf35ac32b22505923b2288/1?pq-origsite=gscholar&cbl=18750&diss=y
Topics in geometric and topological data analysis,A Hickok,2023,https://search.proquest.com/openview/8423bfd5f0c08838d74b4433b40dced1/1?pq-origsite=gscholar&cbl=18750&diss=y
Extracting Reusable Primitives of Key-Value Operations and Efficient Architecture Support,B Wang,2023,https://search.proquest.com/openview/203a176bc9534e6da2ecb2c30e27ea24/1?pq-origsite=gscholar&cbl=18750&diss=y
Quantum Complexity vs Classical Complexity: A Survey,"A Vaezi , A Movaghar , M Ghodsi , SMH Kazemi … - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.14075
Compositionality and functorial invariants in machine learning,D Shiebler,2023,https://ora.ox.ac.uk/objects/uuid:ec72e338-d95e-4bd6-9412-7ac76b7ddc15
Improving Fault Tolerance of Computing Systems for Autonomous Machines,Y Gan,2023,https://search.proquest.com/openview/bae8ba60993ccee51f3f612d33e416f8/1?pq-origsite=gscholar&cbl=18750&diss=y
